id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,month,season_relevance,name_length,image_path
5432,2,Apparel,Topwear,134,2,3,2011,Casual,Nike Men's Cruiser Run The City Blue T-shirt,6.0,relevant,44,5432.jpg
4482,2,Footwear,Shoes,112,33,3,2011,Sports,Puma Men Faas Red Silver Green Shoe,6.0,relevant,35,4482.jpg
38038,2,Accessories,Watches,140,1,0,2016,Casual,Q&Q Men Black Dial Watch DD02J001Y,,irrelevant,34,38038.jpg
30802,2,Apparel,Topwear,104,2,3,2012,Ethnic,Fabindia Men Blue Shirt,6.0,relevant,23,30802.jpg
34890,4,Accessories,Bags,48,25,0,2012,Casual,Envirosax Women Navy Blue Bag,,irrelevant,29,34890.jpg
52626,4,Accessories,Bags,48,1,0,2012,Casual,Mod'acc Women Black Handbag,,irrelevant,27,52626.jpg
14538,4,Apparel,Topwear,64,1,1,2011,Ethnic,Vishudh Women Golden Print Black and Blue Kurtis,9.0,relevant,48,14538.jpg
43325,4,Apparel,Topwear,134,31,3,2012,Casual,United Colors of Benetton Women Pink T-shirt,6.0,relevant,44,43325.jpg
41708,4,Footwear,Shoes,51,44,4,2012,Casual,Catwalk Women White Heels,12.0,relevant,25,41708.jpg
23540,2,Apparel,Topwear,120,1,1,2011,Casual,Classic Polo Men Black Sweatshirt,9.0,relevant,33,23540.jpg
36366,2,Accessories,Ties,123,25,0,2012,Formal,Reid & Taylor Men Navy Blue Tie,,irrelevant,31,36366.jpg
19232,2,Accessories,Ties,123,1,0,2011,Formal,United Colors of Benetton Men Woven Black Tie,,irrelevant,45,19232.jpg
2368,2,Footwear,Shoes,19,4,4,2018,Casual,Red Tape Brown Casual Men's Shoe,12.0,relevant,32,2368.jpg
21121,2,Apparel,Topwear,104,25,1,2011,Casual,s.Oliver Men Check Navy Blue Shirt,9.0,relevant,34,21121.jpg
9582,3,Accessories,Bags,2,32,0,2011,Casual,Puma Unisex Flow Purple Backpacks,,irrelevant,33,9582.jpg
12129,4,Apparel,Topwear,63,31,1,2011,Ethnic,Aurelia Women Printed Pink Kurtas,9.0,relevant,33,12129.jpg
48883,4,Accessories,Jewellery,90,37,0,2015,Casual,Lucera Women Silver Pendant with Chain,,irrelevant,38,48883.jpg
28105,2,Apparel,Innerwear,12,1,3,2016,Casual,Jockey MODERN CLASSIC Men Black Boxer 8009,6.0,relevant,42,28105.jpg
42561,4,Apparel,Topwear,127,4,1,2012,Ethnic,Mother Earth Women Brown Top,9.0,relevant,28,42561.jpg
15803,2,Apparel,Innerwear,15,4,3,2016,Casual,Facit Men Trophy BKN Brown Briefs,6.0,relevant,33,15803.jpg
53784,2,Apparel,Topwear,104,33,3,2012,Casual,Puma Men Red Check Shirt,6.0,relevant,24,53784.jpg
4213,1,Apparel,Topwear,134,31,3,2011,Casual,Disney Kids Girl's Pink Summer Fun Fair Kidswear,6.0,relevant,48,4213.jpg
11172,2,Apparel,Topwear,119,33,1,2011,Casual,Scullers Men Stripes Red Sweaters,9.0,relevant,33,11172.jpg
46957,4,Personal Care,Fragrance,91,30,0,2017,Casual,York Women Miss Angel Perfume,,irrelevant,29,46957.jpg
26542,2,Footwear,Shoes,19,2,3,2012,Casual,ID Men Blue Shoes,6.0,relevant,17,26542.jpg
4249,2,Apparel,Topwear,134,4,3,2011,Casual,Probase Men's Mirror On The Brown T-shirt,6.0,relevant,41,4249.jpg
23953,2,Apparel,Topwear,104,1,1,2011,Casual,Provogue Men Striped Black Shirt,9.0,relevant,32,23953.jpg
25998,2,Personal Care,Fragrance,91,2,0,2017,Casual,Paris Hilton Heir Men Perfume,,irrelevant,29,25998.jpg
22259,4,Footwear,Shoes,51,31,4,2012,Casual,Inc.5 Women Pink Casual Heels,12.0,relevant,29,22259.jpg
19771,3,Footwear,Shoes,19,2,1,2011,Casual,ADIDAS Unisex Bio Str Blue Casual Shoes,9.0,relevant,39,19771.jpg
8854,2,Apparel,Topwear,104,2,1,2011,Casual,Mark Taylor Men Blue Striped Shirt,9.0,relevant,34,8854.jpg
21388,4,Footwear,Shoes,51,3,4,2015,Casual,Catwalk Women Casual Bronze Heels,12.0,relevant,33,21388.jpg
10467,2,Apparel,Topwear,134,25,1,2011,Casual,Flying Machine Men Blue Polo Tshirts,9.0,relevant,36,10467.jpg
5999,2,Apparel,Topwear,104,2,3,2011,Casual,Highlander Men Blue White Checked Slim Fit Shirt,6.0,relevant,48,5999.jpg
8154,2,Apparel,Topwear,104,33,3,2011,Casual,Highlander Men Red Checked Hagley Slim Fit Shirt,6.0,relevant,48,8154.jpg
31290,4,Apparel,Topwear,134,31,3,2012,Casual,Puma Women Striped Pink T-shirt,6.0,relevant,31,31290.jpg
4932,4,Apparel,Dress,28,2,3,2011,Casual,Gini and Jony Girl's Valerie Blue White Infant Kidswear,6.0,relevant,55,4932.jpg
27582,2,Apparel,Topwear,134,2,3,2012,Casual,Scullers Men Blue & Navy Blue Striped T-shirt,6.0,relevant,45,27582.jpg
49534,4,Accessories,Bags,22,1,0,2010,Casual,Rocia Women Black Clutch,,irrelevant,24,49534.jpg
31386,2,Apparel,Topwear,134,15,3,2012,Casual,Locomotive Men Khaki T-shirt,6.0,relevant,28,31386.jpg
20277,4,Footwear,Shoes,51,44,4,2015,Casual,Catwalk Women Casual White Flats,12.0,relevant,32,20277.jpg
11796,4,Apparel,Topwear,63,12,1,2011,Ethnic,Vishudh Women Pigment Print Green Kurtas,9.0,relevant,40,11796.jpg
41593,2,Apparel,Topwear,104,0,3,2012,Casual,Basics Men Beige Striped Shirt,6.0,relevant,30,41593.jpg
3656,2,Footwear,Shoes,112,1,3,2011,Sports,Fila Men's Emotion Black Shoe,6.0,relevant,29,3656.jpg
8387,2,Apparel,Topwear,134,25,2,2013,Sports,ADIDAS Men  Navy Blue Polo T-shirt,3.0,relevant,34,8387.jpg
57030,4,Apparel,Topwear,127,31,3,2012,Casual,Forever New Women Pink Top,6.0,relevant,26,57030.jpg
4850,2,Apparel,Topwear,134,4,3,2011,Sports,ADIDAS Men's Edge  Brown Polo T-shirt,6.0,relevant,37,4850.jpg
35793,4,Footwear,Shoes,19,32,3,2012,Casual,Enroute Women Purple Shoes,6.0,relevant,26,35793.jpg
6822,2,Footwear,Sandal,100,4,1,2012,Casual,Timberland Men Ndal Brown Floater,9.0,relevant,33,6822.jpg
24671,3,Footwear,Shoes,19,33,1,2010,Casual,Converse Unisex  Floral Print Red Casual Shoes,9.0,relevant,46,24671.jpg
10876,2,Apparel,Topwear,134,13,1,2011,Casual,Wrangler Men Motor City Grey T-Shirts,9.0,relevant,37,10876.jpg
41888,2,Apparel,Bottomwear,56,2,3,2012,Casual,Flying Machine Men Blue Jeans,6.0,relevant,29,41888.jpg
47401,4,Accessories,Bags,22,42,0,2012,Casual,Baggit Women Teal Auxi Anna Purse,,irrelevant,33,47401.jpg
50607,2,Apparel,Innerwear,15,6,4,2016,Casual,Chromozome Men Charcoal Brief,12.0,relevant,29,50607.jpg
4128,2,Footwear,Shoes,19,1,3,2011,Casual,Fila Men's Basic Low Black Shoe,6.0,relevant,31,4128.jpg
19718,2,Apparel,Topwear,104,2,1,2011,Casual,United Colors of Benetton Men Blue Shirt,9.0,relevant,40,19718.jpg
59645,4,Apparel,Saree,101,32,1,2012,Ethnic,FNF Purple & Gold Collection For Wedding Sari,9.0,relevant,45,59645.jpg
15607,2,Apparel,Topwear,134,13,1,2011,Casual,Nike Men Sptcasl Grey Polo T-Shirts,9.0,relevant,35,15607.jpg
21943,4,Accessories,Bags,48,32,0,2015,Casual,Murcia Women Casual Purple Handbag,,irrelevant,34,21943.jpg
28982,4,Apparel,Apparel Set,62,12,3,2012,Ethnic,Biba Outlet Women Green Printed Churidar Kurta with Dupatta,6.0,relevant,59,28982.jpg
10200,4,Accessories,Bags,48,0,0,2015,Casual,Murcia Women Emma Beige Handbags,,irrelevant,32,10200.jpg
38231,4,Accessories,Eyewear,116,1,0,2016,Casual,Polaroid Women Sunglasses,,irrelevant,25,38231.jpg
45972,4,Apparel,Topwear,127,33,3,2012,Casual,Tokyo Talkies Women Red Printed Top,6.0,relevant,35,45972.jpg
16127,2,Apparel,Topwear,134,31,1,2011,Sports,ADIDAS Men Grape Pink Polo Tshirts,9.0,relevant,34,16127.jpg
39118,4,Apparel,Bottomwear,66,1,1,2012,Casual,Aneri Women Black Leggings,9.0,relevant,26,39118.jpg
25842,4,Apparel,Topwear,63,22,3,2012,Ethnic,Diva Women Printed Multi Coloured Kurta,6.0,relevant,39,25842.jpg
12704,2,Footwear,Shoes,112,13,1,2011,Sports,Nike Men Air Relentness Grey Sports Shoes,9.0,relevant,41,12704.jpg
33103,4,Footwear,Shoes,19,1,4,2015,Casual,Catwalk Women Black Casual Shoes,12.0,relevant,32,33103.jpg
12739,3,Accessories,Socks,110,31,0,2011,Sports,Nike Kids Unisex Sport Hi Quarter  Pack of 3 Pink Socks,,irrelevant,55,12739.jpg
4723,1,Apparel,Topwear,134,2,3,2011,Casual,Disney Kids Girl's Jeans Blue Teen Kidswear,6.0,relevant,43,4723.jpg
33212,4,Apparel,Topwear,127,1,3,2012,Casual,Sepia Women Black Top,6.0,relevant,21,33212.jpg
33247,2,Apparel,Topwear,104,13,3,2012,Formal,Arrow Men Grey Check Shirt,6.0,relevant,26,33247.jpg
17046,2,Footwear,Sandal,100,4,2,2013,Casual,Gas Men Eldorado Sandal,3.0,relevant,23,17046.jpg
7114,3,Accessories,Bags,2,1,0,2015,Casual,Wildcraft Unisex Black Backpack,,irrelevant,31,7114.jpg
28409,2,Accessories,Eyewear,116,1,0,2016,Casual,Idee Men Black Sunglasses,,irrelevant,25,28409.jpg
10730,4,Accessories,Bags,48,13,0,2015,Casual,Murcia Women Lorra Grey Grey Handbags,,irrelevant,37,10730.jpg
33509,4,Apparel,Bottomwear,107,31,3,2012,Casual,Doodle Kids Girl Check Pink Shorts,6.0,relevant,34,33509.jpg
59644,4,Apparel,Saree,101,9,1,2012,Ethnic,FNF Cream & Red Wedding Collection Sari,9.0,relevant,39,59644.jpg
7774,2,Footwear,Shoes,19,2,1,2011,Casual,Converse Men's Pormn Team Blue Canvas Shoe,9.0,relevant,42,7774.jpg
54156,4,Accessories,Jewellery,85,11,0,2012,Casual,Femella Golden Necklace,,irrelevant,23,54156.jpg
22633,3,Accessories,Headwear,18,32,1,2011,Sports,Nike Unisex Striped Purple Cap,9.0,relevant,30,22633.jpg
2641,2,Footwear,Shoes,19,4,1,2010,Casual,Carlton London Men's Casual Brown Shoe,9.0,relevant,38,2641.jpg
38961,0,Apparel,Topwear,134,13,3,2012,Casual,Gini and Jony Boys Printed Grey T-shirt,6.0,relevant,39,38961.jpg
29067,4,Accessories,Bags,48,0,0,2016,Casual,Fastrack Women Beige Handbag,,irrelevant,28,29067.jpg
55810,4,Apparel,Loungewear and Nightwear,87,9,3,2017,Casual,SDL by Sweet Dreams Women Cream & Grey Night Suit S11-3186,6.0,relevant,58,55810.jpg
45039,2,Accessories,Watches,140,44,0,2016,Casual,Maxima Men White Dial Attivo Watch,,irrelevant,34,45039.jpg
14724,3,Accessories,Mufflers,82,1,1,2011,Casual,Scullers Unisex Casual Muffler Black Mufflers,9.0,relevant,45,14724.jpg
30546,3,Accessories,Socks,110,44,0,2012,Sports,Nike Unisex Pack of 3 Socks,,irrelevant,27,30546.jpg
15469,2,Apparel,Topwear,134,2,1,2011,Casual,Puma Men Bolt Essential Blue Tshirts,9.0,relevant,36,15469.jpg
46801,2,Footwear,Shoes,112,13,3,2012,Sports,Nike Men Grey & White Sports Shoes,6.0,relevant,34,46801.jpg
12760,4,Apparel,Bottomwear,56,2,3,2011,Casual,Spykar Women Blue Washed Jeans,6.0,relevant,30,12760.jpg
1651,4,Apparel,Topwear,134,31,1,2010,Sports,Domyos Women Style Pink T-shirt,9.0,relevant,31,1651.jpg
57097,4,Apparel,Bottomwear,17,2,3,2012,Casual,Elle Women Blue Capris,6.0,relevant,22,57097.jpg
48080,2,Apparel,Topwear,134,28,3,2012,Casual,French Connection Men Olive Green T-shirt,6.0,relevant,41,48080.jpg
17680,4,Footwear,Shoes,51,13,4,2015,Casual,Catwalk Women Flower Grey Heels,12.0,relevant,31,17680.jpg
11328,2,Apparel,Bottomwear,56,2,1,2011,Casual,United Colors of Benetton Men Washed Blue Jeans,9.0,relevant,47,11328.jpg
56672,2,Accessories,Watches,140,44,0,2016,Casual,Maxima Men White Dial Chronograph Watch,,irrelevant,39,56672.jpg
18905,2,Footwear,Shoes,112,1,1,2011,Sports,ADIDAS Men Response Cushion 20 Black Sports Shoes,9.0,relevant,49,18905.jpg
27805,2,Accessories,Belts,7,4,0,2013,Casual,Bulchee Men Brown And Black Reversible Belt,,irrelevant,43,27805.jpg
16345,2,Apparel,Topwear,104,31,1,2011,Formal,Peter England Men Stripes Pink Shirt,9.0,relevant,36,16345.jpg
20231,4,Apparel,Topwear,119,1,1,2011,Casual,Wrangler Women Fluro Black Sweater,9.0,relevant,34,20231.jpg
43734,4,Accessories,Jewellery,3,11,0,2012,Casual,Royal Diadem Set of 4 Golden Bangles,,irrelevant,36,43734.jpg
4196,2,Apparel,Topwear,134,2,3,2011,Casual,Ed Hardy Men's 77 Tattoo Eagle Blue T-shirt,6.0,relevant,43,4196.jpg
19124,4,Footwear,Flip Flops,39,31,1,2011,Casual,Lotto Women XL Kelly Pink Slippers,9.0,relevant,34,19124.jpg
9108,4,Footwear,Shoes,112,1,1,2011,Sports,Puma Women Axis XT Black Sports Shoes,9.0,relevant,37,9108.jpg
59092,4,Apparel,Innerwear,13,1,3,2017,Casual,Peri Peri Women Black Bra,6.0,relevant,25,59092.jpg
32268,4,Apparel,Topwear,63,31,3,2012,Ethnic,Vishudh Women Printed Pink Kurta,6.0,relevant,32,32268.jpg
38368,2,Accessories,Belts,7,4,0,2012,Casual,Peter England Men Brown Belt,,irrelevant,28,38368.jpg
17515,4,Apparel,Topwear,119,31,1,2011,Casual,Jealous 21 Women Solid Pink Sweater,9.0,relevant,35,17515.jpg
46257,4,Apparel,Topwear,135,1,3,2012,Casual,Fusion Beats Women Black Tunic,6.0,relevant,30,46257.jpg
11406,2,Apparel,Topwear,134,2,1,2011,Casual,United Colors Of Benetton Men Light Winter Blue T-Shirts,9.0,relevant,56,11406.jpg
22409,2,Apparel,Bottomwear,132,25,1,2011,Casual,Mark Taylor Men Solid Navy Blue Trouser,9.0,relevant,39,22409.jpg
11838,2,Footwear,Shoes,19,2,1,2012,Casual,Playboy Men Casual Blue Casual Shoes,9.0,relevant,36,11838.jpg
33541,4,Apparel,Topwear,127,25,3,2012,Casual,Wrangler Women Rosy Navy Blue Top,6.0,relevant,33,33541.jpg
23284,2,Accessories,Watches,140,1,0,2016,Casual,Maxima Ssteele Men Black Watch,,irrelevant,30,23284.jpg
26534,2,Footwear,Shoes,19,33,1,2012,Casual,ID Men Red & White Shoes,9.0,relevant,24,26534.jpg
51713,3,Accessories,Eyewear,116,1,0,2016,Casual,Van Heusen Unisex Sunglasses VH213-C1,,irrelevant,37,51713.jpg
36832,4,Apparel,Topwear,63,12,3,2012,Ethnic,Vishudh Women Green White & Green Kurta,6.0,relevant,39,36832.jpg
11484,2,Accessories,Watches,140,1,0,2016,Casual,Puma Men Ocean Black Watch,,irrelevant,26,11484.jpg
18879,4,Apparel,Topwear,104,25,1,2011,Casual,Arrow Woman Joanna Navy Blue Shirt,9.0,relevant,34,18879.jpg
33094,4,Footwear,Shoes,51,0,4,2015,Casual,Catwalk Women Beige Flats,12.0,relevant,25,33094.jpg
8507,3,Accessories,Socks,110,1,0,2011,Sports,Nike Unisex  Black Socks,,irrelevant,24,8507.jpg
54921,4,Apparel,Bottomwear,17,28,3,2012,Casual,Do u speak green Women Olive Capris,6.0,relevant,35,54921.jpg
34852,3,Footwear,Shoes,19,1,3,2012,Casual,Vans Unisex Classic Slip-On Black Shoes,6.0,relevant,39,34852.jpg
19410,2,Apparel,Topwear,134,1,1,2010,Casual,ADIDAS Men Black Tshirt,9.0,relevant,23,19410.jpg
3373,4,Footwear,Shoes,112,37,2,2011,Sports,Asics Women GT 2160 Performance Silver Pink Shoe,3.0,relevant,48,3373.jpg
48067,2,Apparel,Topwear,134,4,3,2012,Casual,French Connection Men Brown T-shirt,6.0,relevant,35,48067.jpg
27501,4,Apparel,Innerwear,16,33,4,2015,Casual,Jockey Women Red Camisole,12.0,relevant,25,27501.jpg
19958,2,Apparel,Topwear,119,33,1,2011,Casual,United Colors of Benetton Men Solid Red Sweater,9.0,relevant,47,19958.jpg
25943,4,Accessories,Scarves,102,45,3,2012,Casual,Femella Women Printed Yellow Scarf,6.0,relevant,34,25943.jpg
19702,2,Apparel,Topwear,104,2,1,2011,Casual,United Colors Of Benetton Men Striped Blue Shirts,9.0,relevant,49,19702.jpg
25289,4,Accessories,Bags,48,1,0,2012,Casual,Lino Perros Women Leatherette Black Sling Bag,,irrelevant,45,25289.jpg
54509,4,Accessories,Bags,48,0,0,2012,Casual,Lino Perros Women Beige Handbag,,irrelevant,31,54509.jpg
49817,4,Footwear,Flip Flops,39,4,4,2012,Casual,iPanema Women Brown Flip Flops,12.0,relevant,30,49817.jpg
5726,2,Footwear,Shoes,112,1,3,2011,Sports,Reebok Men's Zigfuel Black Yellow Shoe,6.0,relevant,38,5726.jpg
40023,2,Apparel,Topwear,134,1,3,2012,Casual,ADIDAS Men Black T-shirt,6.0,relevant,24,40023.jpg
58251,4,Accessories,Wallets,139,25,0,2012,Casual,Baggit Women Navy Blue Wallet,,irrelevant,29,58251.jpg
39224,4,Apparel,Topwear,104,31,3,2012,Casual,Femella Women Pink Shirt,6.0,relevant,24,39224.jpg
50488,2,Apparel,Innerwear,133,1,4,2016,Casual,Chromozome Men Black Trunks,12.0,relevant,27,50488.jpg
8020,2,Apparel,Bottomwear,128,1,1,2011,Sports,Fila Men's Single Tipped Woven Black Red Track Pant,9.0,relevant,51,8020.jpg
21258,3,Accessories,Bags,2,13,0,2011,Casual,Skybags Unisex Grey Printed Backpack,,irrelevant,36,21258.jpg
30670,2,Accessories,Eyewear,116,1,0,2016,Casual,Park Avenue Men Black Sunglasses,,irrelevant,32,30670.jpg
57660,4,Personal Care,Nails,84,8,2,2017,Casual,Lotus Herbals Copper Gold Nail Polish 973,3.0,relevant,41,57660.jpg
17856,2,Apparel,Innerwear,15,25,3,2016,Casual,Levis Men Boxer Navy Blue Brief,6.0,relevant,31,17856.jpg
31896,4,Accessories,Stoles,114,33,0,2012,Ethnic,Fabindia Women Red Noil Silk & Wool Stole,,irrelevant,41,31896.jpg
52479,4,Apparel,Loungewear and Nightwear,1,44,4,2015,Casual,Red Rose White Nightdress,12.0,relevant,25,52479.jpg
28817,2,Apparel,Bottomwear,56,1,3,2012,Casual,Denizen Men Black Jeans,6.0,relevant,23,28817.jpg
19390,2,Apparel,Topwear,134,44,3,2011,Casual,ADIDAS Men Printed White Tshirt,6.0,relevant,31,19390.jpg
51012,4,Apparel,Innerwear,13,44,3,2017,Casual,Enamor Rose Coloured Bra,6.0,relevant,24,51012.jpg
7509,4,Apparel,Topwear,134,2,3,2011,Sports,Nike Women's Line 9 Turquoise Blue T-shirt,6.0,relevant,42,7509.jpg
42216,4,Apparel,Dress,28,1,1,2012,Casual,Sepia Women Black Dress,9.0,relevant,23,42216.jpg
27682,4,Accessories,Bags,48,1,0,2015,Casual,Murcia Women Black Handbag,,irrelevant,26,27682.jpg
47590,4,Footwear,Shoes,51,12,4,2012,Casual,Portia Women Green Sandals,12.0,relevant,26,47590.jpg
26260,2,Apparel,Bottomwear,128,13,3,2012,Sports,Proline Men Grey Track Pants,6.0,relevant,28,26260.jpg
14805,4,Accessories,Bags,48,1,0,2011,Casual,United Colors of Benetton Women Solid Black Handbags,,irrelevant,52,14805.jpg
17643,2,Accessories,Wallets,139,33,0,2011,Casual,Puma Men PowerCat Red Wallet,,irrelevant,28,17643.jpg
38288,1,Apparel,Topwear,127,12,3,2012,Casual,Kids Ville Girls Green Printed Top,6.0,relevant,34,38288.jpg
5451,2,Apparel,Bottomwear,107,2,3,2011,Sports,Nike Men's Tempo Blue Short,6.0,relevant,27,5451.jpg
6105,4,Apparel,Topwear,134,44,3,2011,Casual,UCB Women's Basic V Neck White T-shirt,6.0,relevant,38,6105.jpg
21126,4,Apparel,Topwear,104,44,1,2011,Casual,s.Oliver Women White Shirt,9.0,relevant,26,21126.jpg
19483,2,Apparel,Topwear,134,25,1,2011,Casual,Puma Men GP Buddh Logo Polo Navy Blue Tshirts,9.0,relevant,45,19483.jpg
1913,2,Apparel,Topwear,134,1,1,2010,Sports,Nike Mens Seize Victory Black T-shirt,9.0,relevant,37,1913.jpg
4577,2,Footwear,Shoes,112,33,3,2011,Sports,Nike Men's Mercurial Vic Pink Shoe,6.0,relevant,34,4577.jpg
36884,2,Accessories,Belts,7,1,0,2012,Casual,Fossil Men Black Clarkson Belt,,irrelevant,30,36884.jpg
27903,4,Apparel,Bottomwear,132,0,3,2012,Formal,Scullers For Her Beige Trousers,6.0,relevant,31,27903.jpg
49497,2,Footwear,Shoes,19,25,3,2012,Casual,Vans Men Navy Blue Shoes,6.0,relevant,24,49497.jpg
51732,4,Accessories,Eyewear,116,4,0,2016,Casual,Allen Solly Women Printed Sunglasses AH218-C3,,irrelevant,45,51732.jpg
15563,4,Footwear,Shoes,51,45,4,2015,Casual,Catwalk Women Casual Yellow Flats,12.0,relevant,33,15563.jpg
26174,4,Footwear,Shoes,38,4,4,2012,Casual,Rocia Women Brown Casual Sandals,12.0,relevant,32,26174.jpg
59291,2,Accessories,Watches,140,13,0,2016,Casual,Titan Edge Men Grey Dial Watch,,irrelevant,30,59291.jpg
54501,4,Accessories,Bags,48,4,0,2012,Casual,Lino Perros Women Brown Handbag,,irrelevant,31,54501.jpg
13489,2,Apparel,Topwear,134,25,1,2011,Casual,FIFA Men Printed Navy Blue T-shirts,9.0,relevant,35,13489.jpg
20620,4,Accessories,Bags,48,4,0,2015,Casual,Baggit Women Roxy Net Brown Handbag,,irrelevant,35,20620.jpg
33929,4,Accessories,Watches,140,37,0,2016,Casual,Citizen Women White Dial Watch,,irrelevant,30,33929.jpg
31831,2,Accessories,Watches,140,1,0,2016,Casual,Titan Men Chronograph Black Dial Watch,,irrelevant,38,31831.jpg
5970,2,Apparel,Topwear,104,33,3,2011,Casual,Highlander Men Red White Checked Shirts,6.0,relevant,39,5970.jpg
59626,4,Apparel,Saree,101,12,1,2012,Ethnic,FNF Green & Purple Wedding Collection Sari,9.0,relevant,42,59626.jpg
29893,2,Accessories,Eyewear,116,1,0,2016,Casual,Mayhem Women Sunglasses 1012-162,,irrelevant,32,29893.jpg
47247,2,Footwear,Shoes,19,2,3,2013,Casual,Playboy Men Blue Canvas Shoes,6.0,relevant,29,47247.jpg
32817,4,Footwear,Flip Flops,39,1,4,2012,Casual,iPanema Women Temas Black Flip Flops,12.0,relevant,36,32817.jpg
34448,4,Footwear,Shoes,38,4,4,2012,Casual,Rocia Women Brown Sandals,12.0,relevant,25,34448.jpg
31334,2,Apparel,Bottomwear,56,2,3,2012,Casual,Locomotive Men Washed Blue Jeans,6.0,relevant,32,31334.jpg
14318,2,Apparel,Topwear,119,13,1,2011,Casual,ADIDAS Men Stripes Grey Sweaters,9.0,relevant,32,14318.jpg
39565,4,Footwear,Shoes,51,4,4,2015,Casual,Catwalk Women Brown Flats,12.0,relevant,25,39565.jpg
51489,2,Apparel,Topwear,104,0,3,2012,Casual,Denizen Men Beige & Blue Check Shirt,6.0,relevant,36,51489.jpg
53363,3,Accessories,Bags,29,1,0,2012,Casual,Puma Unisex Black Duffle Bag,,irrelevant,28,53363.jpg
45596,2,Footwear,Shoes,41,1,3,2012,Formal,Arrow Men Black Formal Shoes,6.0,relevant,28,45596.jpg
43569,3,Accessories,Bags,2,1,0,2012,Casual,Puma Unisex Black Grit Backpack,,irrelevant,31,43569.jpg
25595,4,Apparel,Apparel Set,62,9,1,2011,Ethnic,Vishudh Women Cream-Coloured Printed Churidar Kurta with Dupatta,9.0,relevant,64,25595.jpg
31655,2,Apparel,Topwear,104,1,3,2012,Casual,Indigo Nation Men Black Shirt,6.0,relevant,29,31655.jpg
10313,4,Accessories,Watches,140,39,0,2016,Casual,Esprit Women Cool Chic White Steel Watches,,irrelevant,42,10313.jpg
10854,2,Apparel,Topwear,134,12,1,2011,Casual,Wrangler Men Green Polo T-shirt,9.0,relevant,31,10854.jpg
58546,4,Accessories,Eyewear,116,4,0,2016,Casual,Miami Blues Women Sunglasses,,irrelevant,28,58546.jpg
57067,4,Apparel,Topwear,55,12,3,2012,Casual,Elle Women Green Retro Jacket,6.0,relevant,29,57067.jpg
57322,4,Apparel,Innerwear,13,31,4,2015,Casual,Amante Pink Full-Coverage Lace Bra BCFR11,12.0,relevant,41,57322.jpg
36239,4,Apparel,Topwear,127,31,3,2012,Casual,W Women Dark Pink Top,6.0,relevant,21,36239.jpg
3927,2,Apparel,Topwear,134,44,3,2011,Casual,Wrangler Men's True Rider White T-shirt,6.0,relevant,39,3927.jpg
34551,4,Accessories,Bags,48,1,0,2012,Casual,Puma Women Originals Mono Black Handbag,,irrelevant,39,34551.jpg
49398,3,Footwear,Shoes,19,29,3,2012,Casual,Vans Unisex Orange Authentic Shoes,6.0,relevant,34,49398.jpg
8729,2,Apparel,Topwear,104,12,1,2011,Casual,Indigo Nation Men Checks Blue Shirt,9.0,relevant,35,8729.jpg
35336,4,Accessories,Jewellery,90,37,0,2016,Ethnic,Fabindia Women Ananya Silver Pendant,,irrelevant,36,35336.jpg
15938,2,Accessories,Belts,7,4,0,2011,Casual,Turtle Men Leather Brown Belts,,irrelevant,30,15938.jpg
46599,4,Footwear,Shoes,51,40,3,2012,Casual,Catwalk Women Tan Heels,6.0,relevant,23,46599.jpg
42666,4,Apparel,Topwear,63,12,3,2012,Ethnic,Alma Women Green Kurta,6.0,relevant,22,42666.jpg
41968,0,Apparel,Topwear,134,44,3,2012,Casual,Gini and Jony Boys United White T-shirt,6.0,relevant,39,41968.jpg
51193,4,Apparel,Innerwear,13,1,3,2017,Casual,Enamor Women Black Bra,6.0,relevant,22,51193.jpg
38215,2,Accessories,Eyewear,116,1,0,2016,Casual,Polaroid Men Sunglasses,,irrelevant,23,38215.jpg
38583,2,Apparel,Topwear,134,13,3,2012,Casual,Nike Men Printed Grey T-shirt,6.0,relevant,29,38583.jpg
26492,2,Apparel,Topwear,134,44,3,2012,Casual,Puma Men Printed White T-shirt,6.0,relevant,30,26492.jpg
16740,4,Accessories,Bags,22,32,0,2015,Casual,Spice Art Women Gold Embroidery Purple Clutch,,irrelevant,45,16740.jpg
33492,2,Apparel,Topwear,104,2,3,2012,Casual,Doodle Kids Boy Check Blue Shirt,6.0,relevant,32,33492.jpg
48412,2,Apparel,Topwear,134,44,3,2012,Casual,French Connection Men White T-shirt,6.0,relevant,35,48412.jpg
10093,2,Footwear,Shoes,112,44,1,2011,Sports,Reebok Men Racehound White Sports Shoes,9.0,relevant,39,10093.jpg
11821,2,Footwear,Shoes,19,1,3,2012,Casual,Playboy Men Casual Black Casual Shoes,6.0,relevant,37,11821.jpg
57893,4,Apparel,Bottomwear,66,9,1,2012,Casual,Femella Women Cream Leggings,9.0,relevant,28,57893.jpg
51936,4,Accessories,Bags,48,33,0,2016,Casual,Nyk Women Red Tiny Handbag,,irrelevant,26,51936.jpg
54567,4,Apparel,Topwear,63,19,3,2012,Ethnic,Sushilas Women Printed Maroon Kurta,6.0,relevant,35,54567.jpg
43679,4,Apparel,Dress,59,29,3,2012,Casual,French Connection Women Orange Playsuit,6.0,relevant,39,43679.jpg
20350,2,Apparel,Bottomwear,56,2,1,2011,Casual,Spykar Men Washed Blue Jeans,9.0,relevant,28,20350.jpg
